Source,Target
673b9e390cb6b4d26439cead7ec0a6d1aafbe3f5,204e3073870fae3d05bcbc2f6a8e263d9b72e776
c8f81b7ff5c1f6102459239b6900e4fb33efb1a3,204e3073870fae3d05bcbc2f6a8e263d9b72e776
354a6c8a4c4818f0176aea0f9791ec4279f4eae3,204e3073870fae3d05bcbc2f6a8e263d9b72e776
9f329f2af24ae67554527028dfc94d6435b95553,204e3073870fae3d05bcbc2f6a8e263d9b72e776
e575e8bcea016a1786bb47d79d8007769a6b5481,204e3073870fae3d05bcbc2f6a8e263d9b72e776
ac60da5f4dd13ec3c146341d30179a3870b076df,204e3073870fae3d05bcbc2f6a8e263d9b72e776
0c8c22ebdf9c0700e586d1780e7db2917ba91978,204e3073870fae3d05bcbc2f6a8e263d9b72e776
f1a19290eb68ae169a2fd86e279e5025f71ffc8a,204e3073870fae3d05bcbc2f6a8e263d9b72e776
cb74d1bc8a0ffa2d2bb42af9e4edbca74cc67e45,204e3073870fae3d05bcbc2f6a8e263d9b72e776
31058c75c7d68a3c762fcf082e4a62561a48e00e,204e3073870fae3d05bcbc2f6a8e263d9b72e776
a2e3c371727e471d47e27bee02b6ebe960e593fc,204e3073870fae3d05bcbc2f6a8e263d9b72e776
53d22bdb8ca4691748a7345f9807e6c95afd4d7a,204e3073870fae3d05bcbc2f6a8e263d9b72e776
a88307581671c7a08f1707dadd28e7067e279252,204e3073870fae3d05bcbc2f6a8e263d9b72e776
0b57abdcda7874e29de53981ad630c235377d884,204e3073870fae3d05bcbc2f6a8e263d9b72e776
d5a76a488f93e61051df9eb5e6cc36365e50cc81,204e3073870fae3d05bcbc2f6a8e263d9b72e776
0c8f621915435471cdcae2b96b0d4519c0751777,204e3073870fae3d05bcbc2f6a8e263d9b72e776
a1cc1194a6d7b1b0b7fef6aced35920d4600235c,204e3073870fae3d05bcbc2f6a8e263d9b72e776
c38b21559e57e2f28dd587feb79b56b5b4cf2df5,204e3073870fae3d05bcbc2f6a8e263d9b72e776
9b1b59d629a392f2da32376caccb0563099341da,204e3073870fae3d05bcbc2f6a8e263d9b72e776
762ffdff8d6c414f1c4f020e38d6d7ce00e17a56,204e3073870fae3d05bcbc2f6a8e263d9b72e776
fd506ac77d0244984a5117ceba9ed6a6b265ef27,204e3073870fae3d05bcbc2f6a8e263d9b72e776
e48a7076e51e851b6d5e74d902135f61043824a2,204e3073870fae3d05bcbc2f6a8e263d9b72e776
512c08a4002f460d9cced5437a6dce5b31cf6bf5,204e3073870fae3d05bcbc2f6a8e263d9b72e776
2652b74244be3866a53064f730700e426799ba6b,204e3073870fae3d05bcbc2f6a8e263d9b72e776
33475ec0f9fb2adf16e7d97c5e7c7f3e841e45c6,204e3073870fae3d05bcbc2f6a8e263d9b72e776
a5b38f89afac3070c91f548799cfbe46f0614ecc,204e3073870fae3d05bcbc2f6a8e263d9b72e776
2e539f4ff2765a4b74dc5b1d30645945780f77f6,204e3073870fae3d05bcbc2f6a8e263d9b72e776
31ecec2b0aef272a1abd22f3abca2c6d1e857e34,204e3073870fae3d05bcbc2f6a8e263d9b72e776
e8c1cb4301cb1f3df65526dd402ec823d47319a7,204e3073870fae3d05bcbc2f6a8e263d9b72e776
fe4015570e50be6f1edde92173dcdbbd0f1ba778,204e3073870fae3d05bcbc2f6a8e263d9b72e776
ab7064c12b2378dc5874a20be734d6cbdf63516f,204e3073870fae3d05bcbc2f6a8e263d9b72e776
3848273940f5e0d44157e22e614948d26295db3c,204e3073870fae3d05bcbc2f6a8e263d9b72e776
bce212ef2eb0cf29e79f989746f4a65d9c202eb7,204e3073870fae3d05bcbc2f6a8e263d9b72e776
4e0dc7b28edb0985d342d760517d33f4bdc0abff,204e3073870fae3d05bcbc2f6a8e263d9b72e776
08cc04ae9badcb4c856afb8a5e86e216141f2933,204e3073870fae3d05bcbc2f6a8e263d9b72e776
3914836f03bf01217a2239ae283c69c271927bdb,204e3073870fae3d05bcbc2f6a8e263d9b72e776
fe5c523f330f30e4b6eca4dad95927cf15b1522d,204e3073870fae3d05bcbc2f6a8e263d9b72e776
1ecd8b457c0e9efc559b2136cc97d293647b710e,204e3073870fae3d05bcbc2f6a8e263d9b72e776
1eea0a8cfe51f36c0744e10dc866cf5ac693d1c7,204e3073870fae3d05bcbc2f6a8e263d9b72e776
e28f96ad4e2cd362fb186abfc9f983ce78d823b1,204e3073870fae3d05bcbc2f6a8e263d9b72e776
f45f0a05d5f28dda61c92d2ac12194d4dd0222dd,204e3073870fae3d05bcbc2f6a8e263d9b72e776
0d71d8abf86e4025d9e26b12dab24fb7e43bf8a8,204e3073870fae3d05bcbc2f6a8e263d9b72e776
b54bd5f03d752f40e140d954b9bccceb37d7cc97,204e3073870fae3d05bcbc2f6a8e263d9b72e776
379d50aa0749aab43e36933709c6efde952279df,204e3073870fae3d05bcbc2f6a8e263d9b72e776
3cb8aae91e10e7aa05c4f19cdf83d9a9487ae9fb,204e3073870fae3d05bcbc2f6a8e263d9b72e776
92ea8f9dfe06ff60986aed8e2a95a042ceac6d9a,204e3073870fae3d05bcbc2f6a8e263d9b72e776
032274e57f7d8b456bd255fe76b909b2c1d7458e,668db48c6a79826456341680ee1175dfc4cced71
032274e57f7d8b456bd255fe76b909b2c1d7458e,6c8353697cdbb98dfba4f493875778c4286d3e3a
032274e57f7d8b456bd255fe76b909b2c1d7458e,1bc49abe5145055f1fa259bd4e700b1eb6b7f08d
032274e57f7d8b456bd255fe76b909b2c1d7458e,b108211139032738c21d2937a63433b97b31e77d
032274e57f7d8b456bd255fe76b909b2c1d7458e,424aef7340ee618132cc3314669400e23ad910ba
032274e57f7d8b456bd255fe76b909b2c1d7458e,efbd381493bb9636f489b965a2034d529cd56bcd
032274e57f7d8b456bd255fe76b909b2c1d7458e,c6850869aa5e78a107c378d2e8bfa39633158c0c
032274e57f7d8b456bd255fe76b909b2c1d7458e,1d9600229a4cf8ba5e8f5ad4d05b41af9c8f80a6
032274e57f7d8b456bd255fe76b909b2c1d7458e,267aef492d17592a293aa17ec8a25f7264645bcb
032274e57f7d8b456bd255fe76b909b2c1d7458e,63e39cdf1ad884da6bc69096bb3413b5b1100559
032274e57f7d8b456bd255fe76b909b2c1d7458e,2f160ce71f01ac2043de67536ff0e413ff6f58c5
032274e57f7d8b456bd255fe76b909b2c1d7458e,5ab72d44237533534de8402e30f3ccce25ce30de
032274e57f7d8b456bd255fe76b909b2c1d7458e,7a67159fc7bc76d0b37930b55005a69b51241635
032274e57f7d8b456bd255fe76b909b2c1d7458e,507d6e09f51b2fc93f756ab748f6eadd11b7b86e
032274e57f7d8b456bd255fe76b909b2c1d7458e,aa5b35dcf8b024f5352db73cc3944e8fad4f3793
032274e57f7d8b456bd255fe76b909b2c1d7458e,129cbad01be98ee88a930e31898cb76be79c41c1
032274e57f7d8b456bd255fe76b909b2c1d7458e,e957747f4f8600940be4c5bb001aa70c84e53a53
032274e57f7d8b456bd255fe76b909b2c1d7458e,f37076f426023241f19cdc2fb0a0fd733a6fa7fa
032274e57f7d8b456bd255fe76b909b2c1d7458e,13fe71da009484f240c46f14d9330e932f8de210
032274e57f7d8b456bd255fe76b909b2c1d7458e,adcfef04625c2763028815759750d47c7c3fe689
032274e57f7d8b456bd255fe76b909b2c1d7458e,1ac30af5522c7a50ec4d1ee43fd2bd8652a9bd52
032274e57f7d8b456bd255fe76b909b2c1d7458e,0403ca8ad125899996c783f6481c78d432a77106
032274e57f7d8b456bd255fe76b909b2c1d7458e,d1505c6123c102e53eb19dff312cb25cea840b72
032274e57f7d8b456bd255fe76b909b2c1d7458e,9653d5c2c7844347343d073bbedd96e05d52f69b
032274e57f7d8b456bd255fe76b909b2c1d7458e,d5d46991c7e92352865dbf442be7c74d0d560dd8
032274e57f7d8b456bd255fe76b909b2c1d7458e,a6cb366736791bcccc5c8639de5a8f9636bf87e8
032274e57f7d8b456bd255fe76b909b2c1d7458e,f37e1b62a767a307c046404ca96bc140b3e68cb5
032274e57f7d8b456bd255fe76b909b2c1d7458e,cea967b59209c6be22829699f05b8b1ac4dc092d
032274e57f7d8b456bd255fe76b909b2c1d7458e,fa72afa9b2cbc8f0d7b05d52548906610ffbb9c5
032274e57f7d8b456bd255fe76b909b2c1d7458e,1da34969c5ba489292cef82bd62206feb016486f
032274e57f7d8b456bd255fe76b909b2c1d7458e,2f5102ec3f70d0dea98c957cc2cab4d15d83a2da
032274e57f7d8b456bd255fe76b909b2c1d7458e,87f40e6f3022adbc1f1905e3e506abad05a9964f
032274e57f7d8b456bd255fe76b909b2c1d7458e,5f176a929d9eaa569b430cb784280802cf8fca79
032274e57f7d8b456bd255fe76b909b2c1d7458e,60b05f32c32519a809f21642ef1eb3eaf3848008
032274e57f7d8b456bd255fe76b909b2c1d7458e,8bb5860185c6a8656176e64ce239c320d387a53e
032274e57f7d8b456bd255fe76b909b2c1d7458e,30e128568200e6777dc629bc6fb2fb95833aa98c
032274e57f7d8b456bd255fe76b909b2c1d7458e,2e9d221c206e9503ceb452302d68d10e293f2a10
032274e57f7d8b456bd255fe76b909b2c1d7458e,ce9a21b93ba29d4145a8ef6bf401e77f261848de
032274e57f7d8b456bd255fe76b909b2c1d7458e,e374ffb49d8492ece0f54697499a7c78e2201f70
032274e57f7d8b456bd255fe76b909b2c1d7458e,b7aee9dfb027d6061c6a653684c0fa9a9bba750d
032274e57f7d8b456bd255fe76b909b2c1d7458e,a9614b05461bb306cc47c8cd645b9b67bb1227ba
032274e57f7d8b456bd255fe76b909b2c1d7458e,4c915c1eecb217c123a36dc6d3ce52d12c742614
032274e57f7d8b456bd255fe76b909b2c1d7458e,c572e596c3bdd365f43d82ddea1e0d95b8697033
a7a0954c0b59226b42751433d8c540601f93c6de,032274e57f7d8b456bd255fe76b909b2c1d7458e
ec0818f1045e2b6a8afef4eb991a29ade506fd70,032274e57f7d8b456bd255fe76b909b2c1d7458e
4fe3842a51d6462f884dcc1005c6579721691aee,032274e57f7d8b456bd255fe76b909b2c1d7458e
243b5b0b2aecc3f71cb0fd88f676cd420d1b48c2,032274e57f7d8b456bd255fe76b909b2c1d7458e
02f1f6924c08d03e1a18b695280dd3f07bfd9c70,032274e57f7d8b456bd255fe76b909b2c1d7458e
f9289e249c57c12eb863972ba8a582a46ed5227a,032274e57f7d8b456bd255fe76b909b2c1d7458e
243fb895e755436076e45ad33cdbad60c30b3e95,032274e57f7d8b456bd255fe76b909b2c1d7458e
a1fb432791e35a176ebb3fa81a61fc3caf44f7f2,032274e57f7d8b456bd255fe76b909b2c1d7458e
d659a9cb31387867384cbfe7d061c09c2f491b96,032274e57f7d8b456bd255fe76b909b2c1d7458e
37e74b2a0f7c798146eda79766eb8c56cf35a325,032274e57f7d8b456bd255fe76b909b2c1d7458e
b8a686b3327f303722579069918983c86c1d1292,032274e57f7d8b456bd255fe76b909b2c1d7458e
ca425748350b3e641b7a6cdfa61618684b7206cb,032274e57f7d8b456bd255fe76b909b2c1d7458e
0ba86d205aaffa149e934c66169d124fae248ac7,032274e57f7d8b456bd255fe76b909b2c1d7458e
cbde8c2c36837fe7ad41375d33e91494811a1a9d,032274e57f7d8b456bd255fe76b909b2c1d7458e
3bb28ae2b27467ac711fa55807aef02baaa95e8e,032274e57f7d8b456bd255fe76b909b2c1d7458e
33f814e91acdfe0732bdfeaa841a4f5e612fd881,032274e57f7d8b456bd255fe76b909b2c1d7458e
5258ae5b301be94d7dc55aeff1a74ed908b1230c,032274e57f7d8b456bd255fe76b909b2c1d7458e
e8fa69a4a52e04b128f1ec5b9f9acc0ffad27658,032274e57f7d8b456bd255fe76b909b2c1d7458e
5460d1d37af64f6bafd3a5a850fdc4204405093a,032274e57f7d8b456bd255fe76b909b2c1d7458e
84ccf373d2c8c448e2a39693c3e214587cd9e5d9,032274e57f7d8b456bd255fe76b909b2c1d7458e
26eaaafca5d865a839cfea54f9fecad1ca063783,032274e57f7d8b456bd255fe76b909b2c1d7458e
ed4b09c9d1078ab3ad80b5bf755fdb8498adfa4a,032274e57f7d8b456bd255fe76b909b2c1d7458e
8d711c436b3bb5230a91a6c62c4fe1c344723c31,032274e57f7d8b456bd255fe76b909b2c1d7458e
8a267c2f4448d7e831963255ec09740a2b98d12d,032274e57f7d8b456bd255fe76b909b2c1d7458e
8b1e9dd31e40f55a8b12f2d86d53d0a326edf150,032274e57f7d8b456bd255fe76b909b2c1d7458e
c7edbf06ab91a3c0a027448f0768bc3117f91799,032274e57f7d8b456bd255fe76b909b2c1d7458e
f914f774b4cfb921694bdfd548d1d4318af94054,032274e57f7d8b456bd255fe76b909b2c1d7458e
894e7fa610413b29a72d3b6997891de4edb5d331,032274e57f7d8b456bd255fe76b909b2c1d7458e
2a64e5f6b280e844c1526195b64aa54cf2a9084e,032274e57f7d8b456bd255fe76b909b2c1d7458e
fd4239f845de5e66d784f9897f6bcb1f05fd60cb,032274e57f7d8b456bd255fe76b909b2c1d7458e
f7678fca25a0b19b07b912bd1ce983bbeceda9ea,032274e57f7d8b456bd255fe76b909b2c1d7458e
c5d32f92172fb9f3334ec83eed95555e5630e099,032274e57f7d8b456bd255fe76b909b2c1d7458e
a9bc32ab5c135c537b94df7692809a042af6caa8,032274e57f7d8b456bd255fe76b909b2c1d7458e
0ab74266e48101bc842de39be4db46e8b4a43c59,032274e57f7d8b456bd255fe76b909b2c1d7458e
33136bbe9d2d2b213dc62c8703924b1b8bf073d4,032274e57f7d8b456bd255fe76b909b2c1d7458e
e9867ae14dfb99f06a262a3ac6392531eca757bf,032274e57f7d8b456bd255fe76b909b2c1d7458e
50a8974c6f44ba898f2b2846432df67faab92eef,032274e57f7d8b456bd255fe76b909b2c1d7458e
679ecc9fab4f5e0492055569b9a25de462021059,032274e57f7d8b456bd255fe76b909b2c1d7458e
2db33450c9bd694cb9396c916958f1a9b2270862,032274e57f7d8b456bd255fe76b909b2c1d7458e
4c065baec62bf05d035543d9d21ff5b1d1cacbe3,032274e57f7d8b456bd255fe76b909b2c1d7458e
233fc7b102a89841d9251e66f931cac0f7c64784,032274e57f7d8b456bd255fe76b909b2c1d7458e
5fd2ae86cd24eefbd3c31a2ff76b9dc3c364a542,032274e57f7d8b456bd255fe76b909b2c1d7458e
b6b4a89ccbbf5e8be13406b2d64ea16b42af5307,032274e57f7d8b456bd255fe76b909b2c1d7458e
5addc79b05f6e1d77ea305553ff8c04c8db11c1d,032274e57f7d8b456bd255fe76b909b2c1d7458e
c40eb401683f4dd75b1d459a4e27686c6c36f668,032274e57f7d8b456bd255fe76b909b2c1d7458e
8ae6b67a91cf8dde60809779b6692e8dc947b96e,032274e57f7d8b456bd255fe76b909b2c1d7458e
2a471f03cb31cab24def7419d5a70b85c1a791a6,032274e57f7d8b456bd255fe76b909b2c1d7458e
bdc5598664b50ebbd3489ac79890756b4959d707,032274e57f7d8b456bd255fe76b909b2c1d7458e
e031d5457dfa81e529411d756ea6f5772e80c20d,032274e57f7d8b456bd255fe76b909b2c1d7458e
4287f56d390837ea089d1d55d341849f145576d0,032274e57f7d8b456bd255fe76b909b2c1d7458e
43428880d75b3a14257c3ee9bda054e61eb869c0,510e26733aaff585d65701b9f1be7ca9d5afc586
43428880d75b3a14257c3ee9bda054e61eb869c0,364f7f7bac907ce326dce84b26eb857f186d3dc2
43428880d75b3a14257c3ee9bda054e61eb869c0,88caa4a0253a8b0076176745ebc072864eab66e1
43428880d75b3a14257c3ee9bda054e61eb869c0,f958d4921951e394057a1c4ec33bad9a34e5dad1
43428880d75b3a14257c3ee9bda054e61eb869c0,2d876ed1dd2c58058d7197b734a8e4d349b8f231
43428880d75b3a14257c3ee9bda054e61eb869c0,98445f4172659ec5e891e031d8202c102135c644
43428880d75b3a14257c3ee9bda054e61eb869c0,9486f640f90b7c3ddb0d8adff6fa16dd9758746a
43428880d75b3a14257c3ee9bda054e61eb869c0,563783de03452683a9206e85fe6d661714436686
43428880d75b3a14257c3ee9bda054e61eb869c0,c6850869aa5e78a107c378d2e8bfa39633158c0c
43428880d75b3a14257c3ee9bda054e61eb869c0,1a327709cc53ff9e52454e50a643abf4a0ac92af
43428880d75b3a14257c3ee9bda054e61eb869c0,97fb4e3d45bb098e27e0071448b6152217bd35a5
43428880d75b3a14257c3ee9bda054e61eb869c0,a3fbd2bd5dc1de28a36da5503030d9c648ce7f6d
43428880d75b3a14257c3ee9bda054e61eb869c0,0936352b78a52bc5d2b5e3f04233efc56664af51
43428880d75b3a14257c3ee9bda054e61eb869c0,b60abe57bc195616063be10638c6437358c81d1e
43428880d75b3a14257c3ee9bda054e61eb869c0,e3ce71a26872c7755e6d8b8fc45bf00c8be64193
43428880d75b3a14257c3ee9bda054e61eb869c0,bba5f2852b1db8a18004eb7328efa5e1d57cc62a
43428880d75b3a14257c3ee9bda054e61eb869c0,cd0009c2819f9566930d520da46ca67e4ccf226d
43428880d75b3a14257c3ee9bda054e61eb869c0,03ee3c8994edfc3bca62b51fb4d4cc13595b5046
43428880d75b3a14257c3ee9bda054e61eb869c0,3d2c6941a9b4608ba52b328369a3352db2092ae0
43428880d75b3a14257c3ee9bda054e61eb869c0,f37076f426023241f19cdc2fb0a0fd733a6fa7fa
43428880d75b3a14257c3ee9bda054e61eb869c0,41f1d50c85d3180476c4c7b3eea121278b0d8474
43428880d75b3a14257c3ee9bda054e61eb869c0,2c03df8b48bf3fa39054345bafabfeff15bfd11d
43428880d75b3a14257c3ee9bda054e61eb869c0,1ac30af5522c7a50ec4d1ee43fd2bd8652a9bd52
43428880d75b3a14257c3ee9bda054e61eb869c0,25eb839f39507fe6983ad3e692b2f8d93a5cb0cc
43428880d75b3a14257c3ee9bda054e61eb869c0,1518039b5001f1836565215eb047526b3ac7f462
43428880d75b3a14257c3ee9bda054e61eb869c0,93499a7c7f699b6630a86fad964536f9423bb6d0
43428880d75b3a14257c3ee9bda054e61eb869c0,b624504240fa52ab76167acfe3156150ca01cf3b
43428880d75b3a14257c3ee9bda054e61eb869c0,4f10b9f47c5bb6b54dd4f5ca8d9fa2c0bbd7ec5e
43428880d75b3a14257c3ee9bda054e61eb869c0,eb5eb891061c78f4fcbc9deb3df8bca7fd005acd
43428880d75b3a14257c3ee9bda054e61eb869c0,995c5f5e62614fcb4d2796ad2faab969da51713e
43428880d75b3a14257c3ee9bda054e61eb869c0,d6f2f611da110b5b5061731be3fc4c7f45d8ee23
43428880d75b3a14257c3ee9bda054e61eb869c0,cea967b59209c6be22829699f05b8b1ac4dc092d
43428880d75b3a14257c3ee9bda054e61eb869c0,fa72afa9b2cbc8f0d7b05d52548906610ffbb9c5
43428880d75b3a14257c3ee9bda054e61eb869c0,0b544dfe355a5070b60986319a3f51fb45d1348e
43428880d75b3a14257c3ee9bda054e61eb869c0,aa7bfd2304201afbb19971ebde87b17e40242e91
43428880d75b3a14257c3ee9bda054e61eb869c0,7b5e31257f01aba987f16e175a3e49e00a5bd3bb
43428880d75b3a14257c3ee9bda054e61eb869c0,84069287da0a6b488b8c933f3cb5be759cb6237e
43428880d75b3a14257c3ee9bda054e61eb869c0,ed6262b569c0a62c51d941228c54f34e563af022
43428880d75b3a14257c3ee9bda054e61eb869c0,ea9d2a2b4ce11aaf85136840c65f3bc9c03ab649
43428880d75b3a14257c3ee9bda054e61eb869c0,0be949cc24188ef7205bdaaeb7df2508344b8d5a
43428880d75b3a14257c3ee9bda054e61eb869c0,60b05f32c32519a809f21642ef1eb3eaf3848008
43428880d75b3a14257c3ee9bda054e61eb869c0,563e821bb5ea825efb56b77484f5287f08cf3753
43428880d75b3a14257c3ee9bda054e61eb869c0,2e9d221c206e9503ceb452302d68d10e293f2a10
43428880d75b3a14257c3ee9bda054e61eb869c0,668087f0ae7ce1de6e0bd0965dbb480c08103260
43428880d75b3a14257c3ee9bda054e61eb869c0,cd62c9976534a6a2096a38244f6cbb03635a127e
43428880d75b3a14257c3ee9bda054e61eb869c0,8fd61ae673e79de6723f800e06b38b2bda1dc3db
43428880d75b3a14257c3ee9bda054e61eb869c0,34f25a8704614163c4095b3ee2fc969b60de4698
43428880d75b3a14257c3ee9bda054e61eb869c0,3449b65008b27f6e60a73d80c1fd990f0481126b
4ad2f9c4b28d4d2987049aaa63e21355687539e0,43428880d75b3a14257c3ee9bda054e61eb869c0
7522f4f53cb9827f6ec0f9c28caba1331858bb80,43428880d75b3a14257c3ee9bda054e61eb869c0
fb78fec05e1cd98d82a449fca9ca687267c8561a,43428880d75b3a14257c3ee9bda054e61eb869c0
3fa14956569dbaf6f5b28580be7b3daea455ac06,43428880d75b3a14257c3ee9bda054e61eb869c0
c24a6176ec347483821067133ca9bace1ac987b5,43428880d75b3a14257c3ee9bda054e61eb869c0
9682a0c7337a67b04bcd51ec757b300318fe08a9,43428880d75b3a14257c3ee9bda054e61eb869c0
7a575378d29dd26c569d9b26eace2551f1bb308b,43428880d75b3a14257c3ee9bda054e61eb869c0
60be8b8d4c9bd8a9adca2b7c7d691dda1a3fea4a,43428880d75b3a14257c3ee9bda054e61eb869c0
d5330473e413a688d9cb2c24f1ccc0b71c54e85f,43428880d75b3a14257c3ee9bda054e61eb869c0
6392c6e4c639e8a425014a004adeb708609b1cc4,43428880d75b3a14257c3ee9bda054e61eb869c0
eac2d442f630ef4fb8a550e290f269787ef79e5c,43428880d75b3a14257c3ee9bda054e61eb869c0
04ce8917c7851b6b554ddcce3e8c733b80271bea,43428880d75b3a14257c3ee9bda054e61eb869c0
615dff385001987ef554149b2c358b2567b2275a,43428880d75b3a14257c3ee9bda054e61eb869c0
b48fb8a7a1577b77ebaf1e69126d0b7d67479a06,43428880d75b3a14257c3ee9bda054e61eb869c0
e03a855458be6c4f8906b87f95604a71cc9c1751,43428880d75b3a14257c3ee9bda054e61eb869c0
4dd2717288289ae469c1aa93e1feb7168bb87022,43428880d75b3a14257c3ee9bda054e61eb869c0
d14c03768f278bd6b03f52ef4fc718bbacd5aa7c,43428880d75b3a14257c3ee9bda054e61eb869c0
61e6e07b07f920e8092b345f91c4c91e8caa41fa,43428880d75b3a14257c3ee9bda054e61eb869c0
61dbf80b94950dad599b2ce5c1e8d3d68446210b,43428880d75b3a14257c3ee9bda054e61eb869c0
4ee1cc066143c666ce7fa87277b4429975b7d00d,43428880d75b3a14257c3ee9bda054e61eb869c0
573b21b377a1ea78a37c124547aef2ebe00a1642,43428880d75b3a14257c3ee9bda054e61eb869c0
abb34655e82b3f3d4c5deb279371bf8253245ef6,43428880d75b3a14257c3ee9bda054e61eb869c0
448ccebc68e71028101e43bf88611e5bad543e0d,43428880d75b3a14257c3ee9bda054e61eb869c0
ae7a5f3393354fc384741e750e5a6a727ea95922,43428880d75b3a14257c3ee9bda054e61eb869c0
79e1d48437891456568e17cade120b60b4c28efd,43428880d75b3a14257c3ee9bda054e61eb869c0
182687c5e85e0f1ab4c13936392281e45ab117e8,43428880d75b3a14257c3ee9bda054e61eb869c0
41716b122b309c01aca239791ad9a182ccb825a6,43428880d75b3a14257c3ee9bda054e61eb869c0
3d0668524b60680231e00ffbd3e20015e22f777a,43428880d75b3a14257c3ee9bda054e61eb869c0
